name,|~explanation,|~group,|~group_name,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-2-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-2-col-6.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-1.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-2.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-3.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-4.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-3-col-6.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-1.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-2.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-3.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-4.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~111,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-111-row-4-col-6.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-1.png
,|~Forward handspring with ¥ t,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-2.png
,|~Forward handspring with 1/1 t.,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-3.png
,|~Forward handspring with 3/2 t.,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~2.2,|~110,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-4.png
,|~Forward handspring with 2/1 t.,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~2.4,|~110,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-5.png
Tsygankov,|~Forward handspring with 5/2 t.,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~2.6,|~110,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-1-col-6.png
,|~Handspring fwd. and salto fwd. t,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-1.png
,|~Hodspr. fwd. and salto fwd. t. w. %t. (or Cuervo t.).,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-2.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-3.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-4.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-2-col-6.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-1.png
,|~Haspr. fwd. and salto fwd. p. w. ¥% t. (Cuervo p.).,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-2.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-3.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-4.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-3-col-6.png
,|~Handspring fwd. and salto fwd. str.,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-1.png
,|~Hadspr. fwd. and salto fwd. str. w. % t. (Cuervo,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-2.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-3.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-4.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-5.png
,|~,|~II,|~Renversements avant avec ou sans tours simples et tout double salto avant.- Handspring salto vaults with or without simple twists, and all double salto fwd.- Palomas con o sin giros y dobles mortales ad.,|~,|~110,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-110-row-4-col-6.png
,|~Handspring sw. with % t.,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-1.png
,|~Handspring sw. with 3/4 t.,|~III,|~Handspring with % or % turn in the 1st flight phase,|~1.8,|~112,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-2.png
,|~Handspring sw. with 5/4 t.,|~III,|~Handspring with % or % turn in the 1st flight phase,|~2.0,|~112,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-3.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-4.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-5.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-1-col-6.png
Tsukahara,|~Handspring sw. w. % t. a. salto bwd. t.,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-1.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-2.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-3.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-4.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-5.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-2-col-6.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-1.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-2.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-3.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-4.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-5.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-3-col-6.png
Yeo,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-1.png
Lu Yu Fu,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-2.png
Ri Se Gwang,|~Double Tsukahara with 1/1 twist.,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-3.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-4.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-5.png
,|~,|~III,|~Handspring with % or % turn in the 1st flight phase,|~,|~112,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-112-row-4-col-6.png
,|~Round off, handspring bwd.,|~IV,|~Round off entry vaults,|~,|~113,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-1.png
,|~Round off, handspring bwd. with ¥% turn.,|~IV,|~Round off entry vaults,|~1.8,|~113,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-2.png
,|~Round off, handspring bwd. with 1/1 turn. Rondada, inversion atrds con 1/1 g. — Nf,|~IV,|~Round off entry vaults,|~2.0,|~113,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-3.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-4.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-5.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-1-col-6.png
Yurchenko,|~Round off, hdspr. bwd. and salto bwd. t.,|~IV,|~Round off entry vaults,|~2.2,|~113,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-1.png
,|~Yurchenko t. with ¥t.,|~IV,|~Round off entry vaults,|~,|~113,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-2.png
,|~Yurchenko t. with 1/1 t.,|~IV,|~Round off entry vaults,|~,|~113,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-3.png
,|~Yurchenko t. with 3/2 t.,|~IV,|~Round off entry vaults,|~,|~113,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-4.png
,|~Yurchenko t. with 2/1 t.,|~IV,|~Round off entry vaults,|~3.6,|~113,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-5.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-2-col-6.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-1.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-2.png
,|~Yurchenko straight with ¥ t. Yurchenko ext. con % g.,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-3.png
,|~Yurchenko straight with 1/1 t.,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-4.png
,|~Yurchenko straight with 3/2 t.,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-5.png
,|~Yurchenko straight with 2/1 t.,|~IV,|~Round off entry vaults,|~,|~113,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-3-col-6.png
Shewfelt,|~Yurchenko straight with 5/2 t.,|~IV,|~Round off entry vaults,|~,|~113,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-1.png
Shirai - KIM Hee Hoon,|~,|~IV,|~Round off entry vaults,|~5.6,|~113,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-2.png
Shirai 2,|~,|~IV,|~Round off entry vaults,|~,|~113,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-3.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-4.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-5.png
,|~,|~IV,|~Round off entry vaults,|~,|~113,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/vault/page-113-row-4-col-6.png
